"Year","Gender","Age at diagnosis","Geography type","Geography code","Geography name ","Deprivation","Stage","NDRS main","NDRS detailed","Count","Type of rate","Rate","95% lower confidence interval","95% upper confidence interval","Flag"
2018,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","507","Age-standardised","20.6","18.8","22.5",NA
2018,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","451","Non-standardised","19","17.3","20.8",NA
2018,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","451","Age-standardised","20","18.2","21.9",NA
2019,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","502","Non-standardised","20.4","18.7","22.3",NA
2019,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","502","Age-standardised","20.2","18.4","22",NA
2019,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","470","Non-standardised","19.7","18","21.6",NA
2019,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","470","Age-standardised","20.5","18.7","22.5",NA
2020,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","438","Non-standardised","17.8","16.1","19.5",NA
2020,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","438","Age-standardised","17.4","15.8","19.2",NA
2020,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","424","Non-standardised","17.7","16.1","19.5",NA
2020,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","424","Age-standardised","18.3","16.6","20.1",NA
2021,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","416","Non-standardised","16.8","15.2","18.5",NA
2021,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","416","Age-standardised","16.4","14.9","18.1",NA
2021,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","396","Non-standardised","16.5","14.9","18.2",NA
2021,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","396","Age-standardised","17","15.3","18.7",NA
2022,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","470","Non-standardised","18.8","17.1","20.6",NA
2022,"Females","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","470","Age-standardised","18.3","16.6","20",NA
2022,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","445","Non-standardised","18.3","16.6","20.1",NA
2022,"Males","All ages","Government Office Region","E12000004","East Midlands","All quintiles","All stages","Brain","All Brain","445","Age-standardised","18.7","17","20.6",NA
2013,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","55","Non-standardised","1.8","1.4","2.4",NA
2013,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","55","Age-standardised","1.8","1.4","2.4",NA
2013,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","65","Non-standardised","2.2","1.7","2.8",NA
2013,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","65","Age-standardised","2.4","1.9","3.1",NA
2014,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","46","Non-standardised","1.5","1.1","2",NA
2014,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","46","Age-standardised","1.5","1.1","2",NA
2014,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Non-standardised","1.9","1.5","2.5",NA
2014,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Age-standardised","2","1.5","2.6",NA
2015,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","46","Non-standardised","1.5","1.1","2",NA
2015,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","46","Age-standardised","1.5","1.1","1.9",NA
2015,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","60","Non-standardised","2","1.5","2.6",NA
2015,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","60","Age-standardised","2.1","1.6","2.7",NA
2016,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","54","Non-standardised","1.7","1.3","2.3",NA
2016,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","54","Age-standardised","1.8","1.3","2.3",NA
2016,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Non-standardised","1.9","1.4","2.4",NA
2016,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Age-standardised","2","1.5","2.6",NA
2017,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","31","Non-standardised","1","0.7","1.4",NA
2017,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","31","Age-standardised","1","0.7","1.4",NA
2017,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","59","Non-standardised","1.9","1.5","2.5",NA
2017,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","59","Age-standardised","2","1.5","2.6",NA
2018,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","27","Non-standardised","0.9","0.6","1.2",NA
2018,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","27","Age-standardised","0.8","0.6","1.2",NA
2018,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","62","Non-standardised","2","1.6","2.6",NA
2018,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","62","Age-standardised","2.1","1.6","2.7",NA
2019,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","36","Non-standardised","1.1","0.8","1.6",NA
2019,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","36","Age-standardised","1.1","0.8","1.6",NA
2019,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","43","Non-standardised","1.4","1","1.9",NA
2019,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","43","Age-standardised","1.4","1","1.9",NA
2020,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","32","Non-standardised","1","0.7","1.4",NA
2020,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","32","Age-standardised","1","0.7","1.4",NA
2020,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","52","Non-standardised","1.7","1.3","2.2",NA
2020,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","52","Age-standardised","1.7","1.3","2.3",NA
2021,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","45","Non-standardised","1.4","1","1.9",NA
2021,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","45","Age-standardised","1.4","1","1.8",NA
2021,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","62","Non-standardised","2","1.5","2.6",NA
2021,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","62","Age-standardised","2","1.6","2.6",NA
2022,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","41","Non-standardised","1.3","0.9","1.7",NA
2022,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","41","Age-standardised","1.2","0.9","1.7",NA
2022,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Non-standardised","1.8","1.4","2.4",NA
2022,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Benign endocrine","57","Age-standardised","1.9","1.4","2.4",NA
2013,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","225","Non-standardised","7.4","6.5","8.5",NA
2013,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","225","Age-standardised","7.5","6.6","8.6",NA
2013,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","342","Non-standardised","11.6","10.4","12.9",NA
2013,"Males","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","342","Age-standardised","12.5","11.2","14",NA
2014,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","221","Non-standardised","7.2","6.3","8.2",NA
2014,"Females","All ages","Government Office Region","E12000006","East of England","All quintiles","All stages","Brain","Malignant brain","221","Age-standardised","7.2","6.2","8.2",NA
